Approach,Dataset,Locations,Days,Evaluation,Time (s),Seed
GAC+GR,tokyo,20,6,1303.630307,2.3888274,0
GAC+GR+BF,tokyo,20,6,1300.120076,2.3905775,0
GACC+GI,tokyo,20,6,2373.234985,7.9855962,0
GACC+GR,tokyo,20,6,1341.165804,1.9977695,0
GACC+GR+BF,tokyo,20,6,1338.494335,1.9996242,0
GAR+GI,tokyo,20,6,1407.833092,0.9100862,0
GATG,tokyo,20,6,1311.41854,1.0059796,0
GITG,tokyo,20,6,1432.405815,0.031703,0
GR+GI,tokyo,20,6,1437.45371,6.85E-05,0
KM+BF,tokyo,20,6,1545.188038,0.0208907,0
KM+CH,tokyo,20,6,1553.157835,0.0142785,0
KM+GAR,tokyo,20,6,1545.188038,2.0302059,0
KM+GI,tokyo,20,6,2394.319995,0.0119051,0
KM+GR,tokyo,20,6,1549.432412,0.011208,0
BF+GI,vancouver,20,6,inf,1.67E+22,0
BFTG,vancouver,20,6,inf,1.67E+22,0
CH+GI,vancouver,20,6,874.6517627,0.0150291,0
GAC+GI,vancouver,20,6,1494.692913,7.3397955,0
GAC+GR,vancouver,20,6,816.1661793,2.4208869,0
GAC+GR+BF,vancouver,20,6,814.6531191,2.4235199,0
GACC+GI,vancouver,20,6,1491.569208,8.4324795,0
GACC+GR,vancouver,20,6,853.5195678,2.000757,0
GACC+GR+BF,vancouver,20,6,850.165723,2.0034964,0
GAR+GI,vancouver,20,6,872.3735731,0.9224068,0
GATG,vancouver,20,6,834.4216562,0.9862842,0
GITG,vancouver,20,6,876.779674,0.0201113,0
GR+GI,vancouver,20,6,887.1991913,4.21E-05,0
KM+BF,vancouver,20,6,952.5564704,0.2338129,0
KM+CH,vancouver,20,6,960.7541155,0.0148912,0
KM+GAR,vancouver,20,6,950.3799414,2.0074978,0
KM+GI,vancouver,20,6,1502.502176,0.0121238,0
KM+GR,vancouver,20,6,957.0286457,0.011356,0
BF+GI,addis_ababa,25,4,inf,3.65E+26,0
BFTG,addis_ababa,25,4,inf,3.65E+26,0
CH+GI,addis_ababa,25,4,1160.130185,0.0322601,0
GAC+GI,addis_ababa,25,4,2098.345567,13.2118984,0
GAC+GR,addis_ababa,25,4,1149.076697,3.017482,0
GAC+GR+BF,addis_ababa,25,4,1144.842719,3.3675739,0
GACC+GI,addis_ababa,25,4,2101.144605,15.6927997,0
GACC+GR,addis_ababa,25,4,1196.882437,2.5629005,0
GACC+GR+BF,addis_ababa,25,4,1192.78291,2.9171281,0
GAR+GI,addis_ababa,25,4,1177.703854,1.5014352,0
GATG,addis_ababa,25,4,1144.584314,1.6848807,0
GITG,addis_ababa,25,4,1169.227478,0.0406775,0
GR+GI,addis_ababa,25,4,1202.430036,6.45E-05,0
KM+BF,addis_ababa,25,4,inf,19800,0
KM+CH,addis_ababa,25,4,1481.68772,0.0252438,0
KM+GAR,addis_ababa,25,4,1476.521347,2.4380188,0
KM+GI,addis_ababa,25,4,2137.5321,0.0161888,0
KM+GR,addis_ababa,25,4,1474.465064,0.0140738,0
BF+GI,amsterdam,25,4,inf,3.65E+26,0
BFTG,amsterdam,25,4,inf,3.65E+26,0
CH+GI,amsterdam,25,4,1309.057613,0.0320273,0
GAC+GI,amsterdam,25,4,2298.010285,20.6454774,0
GAC+GR,amsterdam,25,4,1274.069179,2.934359,0
GAC+GR+BF,amsterdam,25,4,1271.113055,3.1038159,0
GACC+GI,amsterdam,25,4,2312.005475,21.1451757,0
GACC+GR,amsterdam,25,4,1277.805116,2.6807888,0
GACC+GR+BF,amsterdam,25,4,1270.047202,3.0668469,0
GAR+GI,amsterdam,25,4,1309.137807,1.4865276,0
GATG,amsterdam,25,4,1273.678722,1.5915673,0
GITG,amsterdam,25,4,1300.979162,0.0331463,0
GR+GI,amsterdam,25,4,1308.443037,6.42E-05,0
KM+BF,amsterdam,25,4,1394.812379,26.2033442,0
KM+CH,amsterdam,25,4,1415.019857,0.0266641,0
KM+GAR,amsterdam,25,4,1399.948932,2.604626,0
KM+GI,amsterdam,25,4,2334.39778,0.0214696,0
KM+GR,amsterdam,25,4,1405.86984,0.0200485,0
BF+GI,auckland,25,4,inf,3.65E+26,0
BFTG,auckland,25,4,inf,3.65E+26,0
CH+GI,auckland,25,4,1405.979702,0.0324318,0
GAC+GI,auckland,25,4,2527.531409,14.6633227,0
GAC+GR,auckland,25,4,1387.656854,3.1929651,0
GAC+GR+BF,auckland,25,4,1380.557021,3.59217,0
GACC+GI,auckland,25,4,2511.670193,21.6324674,0
GACC+GR,auckland,25,4,1443.911437,2.6065087,0
GACC+GR+BF,auckland,25,4,1430.818475,2.9574215,0
GAR+GI,auckland,25,4,1421.999447,1.5545776,0
GATG,auckland,25,4,1395.598155,1.7398232,0
GITG,auckland,25,4,1424.630407,0.0353801,0
GR+GI,auckland,25,4,1406.337926,6.50E-05,0
KM+BF,auckland,25,4,inf,864864000,0
KM+CH,auckland,25,4,1908.13098,0.0391948,0
KM+GAR,auckland,25,4,1907.392155,2.5721866,0
KM+GI,auckland,25,4,2535.928524,0.0219808,0
KM+GR,auckland,25,4,1914.640062,0.0194152,0
BF+GI,barcelona,25,4,inf,3.65E+26,0
BFTG,barcelona,25,4,inf,3.65E+26,0
CH+GI,barcelona,25,4,1662.74074,0.0331478,0
GAC+GI,barcelona,25,4,3009.898976,18.5848756,0
GAC+GR,barcelona,25,4,1636.816654,3.2573098,0
GAC+GR+BF,barcelona,25,4,1625.095229,3.6611517,0
GACC+GI,barcelona,25,4,3004.3009,19.9067518,0
GACC+GR,barcelona,25,4,1754.910338,4.254717,0
GACC+GR+BF,barcelona,25,4,1730.55252,4.7184027,0
GAR+GI,barcelona,25,4,1646.479501,1.5909011,0
GATG,barcelona,25,4,1635.995191,1.7950052,0
GITG,barcelona,25,4,1655.863793,0.040267,0
GR+GI,barcelona,25,4,1688.315628,6.28E-05,0
KM+BF,barcelona,25,4,2035.195147,166.600943,0
KM+CH,barcelona,25,4,2063.633002,0.0187112,0
KM+GAR,barcelona,25,4,2036.562274,1.7090856,0
KM+GI,barcelona,25,4,3050.951535,0.0148809,0
KM+GR,barcelona,25,4,2053.307536,0.0127445,0
BF+GI,berlin,25,4,inf,3.65E+26,0
BFTG,berlin,25,4,inf,3.65E+26,0
CH+GI,berlin,25,4,1667.727661,0.0321002,0
GAC+GI,berlin,25,4,2938.990011,13.6869853,0
GAC+GR,berlin,25,4,1606.58663,3.4718321,0
GAC+GR+BF,berlin,25,4,1602.844051,3.6196593,0
GACC+GI,berlin,25,4,2938.990011,13.7610665,0
GACC+GR,berlin,25,4,1613.435951,2.8887438,0
GACC+GR+BF,berlin,25,4,1601.011901,3.0371665,0
GAR+GI,berlin,25,4,1614.131027,1.4273595,0
GATG,berlin,25,4,1610.937269,1.8941393,0
GITG,berlin,25,4,1626.339657,0.0347981,0
GR+GI,berlin,25,4,1635.075515,9.52E-05,0
KM+BF,berlin,25,4,inf,1650,0
KM+CH,berlin,25,4,2059.487216,0.0204156,0
KM+GAR,berlin,25,4,2038.386349,2.8903012,0
KM+GI,berlin,25,4,2970.712443,0.0153211,0
KM+GR,berlin,25,4,2050.864382,0.0134596,0
BF+GI,birmingham,25,4,inf,3.65E+26,0
BFTG,birmingham,25,4,inf,3.65E+26,0
CH+GI,birmingham,25,4,1693.520467,0.0267592,0
GAC+GI,birmingham,25,4,3078.008904,11.9107708,0
GAC+GR,birmingham,25,4,1685.633484,2.3152876,0
GAC+GR+BF,birmingham,25,4,1682.957428,2.4301948,0
GACC+GI,birmingham,25,4,3080.807942,12.601623,0
GACC+GR,birmingham,25,4,1697.694163,2.1230865,0
GACC+GR+BF,birmingham,25,4,1693.791972,2.3991349,0
GAR+GI,birmingham,25,4,1743.421829,1.1873877,0
GATG,birmingham,25,4,1682.485281,1.2700771,0
GITG,birmingham,25,4,1692.930051,0.0272934,0
GR+GI,birmingham,25,4,1684.684058,4.99E-05,0
KM+BF,birmingham,25,4,1974.888034,155.6341521,0
KM+CH,birmingham,25,4,2001.866542,0.0181272,0
KM+GAR,birmingham,25,4,1978.832928,1.7066944,0
KM+GI,birmingham,25,4,3122.793513,0.0146262,0
KM+GR,birmingham,25,4,1984.139589,0.0133579,0
BF+GI,buenos_aires,25,4,inf,3.65E+26,0
BFTG,buenos_aires,25,4,inf,3.65E+26,0
CH+GI,buenos_aires,25,4,1762.9685,0.025469,0
GAC+GI,buenos_aires,25,4,3171.310174,12.7806548,0
GAC+GR,buenos_aires,25,4,1719.59481,2.5077799,0
GAC+GR+BF,buenos_aires,25,4,1717.55422,2.9749252,0
GACC+GI,buenos_aires,25,4,3164.779085,12.9885263,0
GACC+GR,buenos_aires,25,4,1721.714051,2.4799709,0
GACC+GR+BF,buenos_aires,25,4,1715.599779,2.7970475,0
GAR+GI,buenos_aires,25,4,1731.314627,1.6298471,0
GATG,buenos_aires,25,4,1712.670832,1.3052252,0
GITG,buenos_aires,25,4,1749.196321,0.0274657,0
GR+GI,buenos_aires,25,4,1726.907248,8.27E-05,0
KM+BF,buenos_aires,25,4,1905.605245,1.9927862,0
KM+CH,buenos_aires,25,4,1913.369608,0.019126,0
KM+GAR,buenos_aires,25,4,1905.605245,2.2827904,0
KM+GI,buenos_aires,25,4,3181.573313,0.013292,0
KM+GR,buenos_aires,25,4,1913.134827,0.0119651,0
BF+GI,dublin,25,4,inf,3.65E+26,0
BFTG,dublin,25,4,inf,3.65E+26,0
CH+GI,dublin,25,4,1485.329266,0.0335987,0
GAC+GI,dublin,25,4,2689.87562,12.097941,0
GAC+GR,dublin,25,4,1469.344289,2.3561243,0
GAC+GR+BF,dublin,25,4,1460.582576,2.6409005,0
GACC+GI,dublin,25,4,2683.344531,13.0450981,0
GACC+GR,dublin,25,4,1489.77975,1.9295237,0
GACC+GR+BF,dublin,25,4,1481.679674,2.2237845,0
GAR+GI,dublin,25,4,1531.677641,1.2055897,0
GATG,dublin,25,4,1485.547128,1.2648443,0
GITG,dublin,25,4,1508.046626,0.026597,0
GR+GI,dublin,25,4,1511.265314,5.18E-05,0
KM+BF,dublin,25,4,1684.969445,18.928043,0
KM+CH,dublin,25,4,1706.13191,0.0261182,0
KM+GAR,dublin,25,4,1686.412307,1.8841909,0
KM+GI,dublin,25,4,2707.602861,0.020911,0
KM+GR,dublin,25,4,1696.0129,0.019669,0
BF+GI,johannesburg,25,4,inf,3.65E+26,0
BFTG,johannesburg,25,4,inf,3.65E+26,0
CH+GI,johannesburg,25,4,1767.54966,0.0254854,0
GAC+GI,johannesburg,25,4,3235.68805,14.197925,0
GAC+GR,johannesburg,25,4,1779.990381,2.5201362,0
GAC+GR+BF,johannesburg,25,4,1777.470952,2.8415463,0
GACC+GI,johannesburg,25,4,3209.563695,14.8131988,0
GACC+GR,johannesburg,25,4,1771.922568,2.6406668,0
GACC+GR+BF,johannesburg,25,4,1765.447866,3.1061275,0
GAR+GI,johannesburg,25,4,1787.456494,1.5760847,0
GATG,johannesburg,25,4,1772.048351,1.3738934,0
GITG,johannesburg,25,4,1828.338509,0.0328969,0
GR+GI,johannesburg,25,4,1820.127102,5.07E-05,0
KM+BF,johannesburg,25,4,2180.080232,170.786096,0
KM+CH,johannesburg,25,4,2214.45548,0.0238138,0
KM+GAR,johannesburg,25,4,2182.314452,1.6945469,0
KM+GI,johannesburg,25,4,3259.013368,0.0150057,0
KM+GR,johannesburg,25,4,2185.387198,0.0135665,0
BF+GI,lagos,25,4,inf,3.65E+26,0
BFTG,lagos,25,4,inf,3.65E+26,0
CH+GI,lagos,25,4,1371.821777,0.0351318,0
GAC+GI,lagos,25,4,2544.325638,14.9506628,0
GAC+GR,lagos,25,4,1392.862666,2.7292087,0
GAC+GR+BF,lagos,25,4,1392.159783,3.0136877,0
GACC+GI,lagos,25,4,2538.727562,18.1972734,0
GACC+GR,lagos,25,4,1406.776351,1.8967811,0
GACC+GR+BF,lagos,25,4,1399.684506,2.2153246,0
GAR+GI,lagos,25,4,1389.754385,1.2599012,0
GATG,lagos,25,4,1399.354139,1.2573166,0
GITG,lagos,25,4,1373.092673,0.0268492,0
GR+GI,lagos,25,4,1385.109759,0.0002083,0
KM+BF,lagos,25,4,1650.922418,21.5334481,0
KM+CH,lagos,25,4,1693.45386,0.0302478,0
KM+GAR,lagos,25,4,1656.893026,1.763785,0
KM+GI,lagos,25,4,2574.182045,0.0258572,0
KM+GR,lagos,25,4,1658.959465,0.0245765,0
BF+GI,london,25,4,inf,3.65E+26,0
BFTG,london,25,4,inf,3.65E+26,0
CH+GI,london,25,4,2088.50881,0.023921,0
GAC+GI,london,25,4,3545.448267,14.9802205,0
GAC+GR,london,25,4,2248.402015,2.5333646,0
GAC+GR+BF,london,25,4,2240.21961,2.8191413,0
GACC+GI,london,25,4,3500.663657,14.6002854,0
GACC+GR,london,25,4,2054.381377,2.1585969,0
GACC+GR+BF,london,25,4,2036.245879,4.2565163,0
GAR+GI,london,25,4,2160.147908,1.213691,0
GATG,london,25,4,2130.672618,1.5026351,0
GITG,london,25,4,2202.269486,0.0268082,0
GR+GI,london,25,4,2155.834259,5.27E-05,0
KM+BF,london,25,4,2268.467627,160.8287739,0
KM+CH,london,25,4,2296.287717,0.027081,0
KM+GAR,london,25,4,2273.273503,1.8381689,0
KM+GI,london,25,4,3663.94088,0.0221394,0
KM+GR,london,25,4,2296.423825,0.0208176,0
BF+GI,medina,25,4,inf,3.65E+26,0
BFTG,medina,25,4,inf,3.65E+26,0
CH+GI,medina,25,4,1438.020827,0.0397716,0
GAC+GI,medina,25,4,2628.296781,13.3109489,0
GAC+GR,medina,25,4,1412.441722,2.5294251,0
GAC+GR+BF,medina,25,4,1409.035624,4.6733021,0
GACC+GI,medina,25,4,2652.555111,15.7010622,0
GACC+GR,medina,25,4,1443.44732,2.6396217,0
GACC+GR+BF,medina,25,4,1432.728526,3.1713389,0
GAR+GI,medina,25,4,1453.623269,1.4992799,0
GATG,medina,25,4,1433.582875,1.389573,0
GITG,medina,25,4,1431.503906,0.0361011,0
GR+GI,medina,25,4,1441.176032,0.0002972,0
KM+BF,medina,25,4,1679.498539,160.9692564,0
KM+CH,medina,25,4,1731.595218,0.0163233,0
KM+GAR,medina,25,4,1696.773074,1.8324121,0
KM+GI,medina,25,4,2699.205747,0.011925,0
KM+GR,medina,25,4,1679.498539,0.0106737,0
BF+GI,mumbai,25,4,inf,3.65E+26,0
BFTG,mumbai,25,4,inf,3.65E+26,0
CH+GI,mumbai,25,4,2436.299571,0.0286551,0
GAC+GI,mumbai,25,4,3856.141497,12.2866018,0
GAC+GR,mumbai,25,4,2244.573067,2.583818,0
GAC+GR+BF,mumbai,25,4,2241.83977,4.7750347,0
GACC+GI,mumbai,25,4,3523.988975,13.3699267,0
GACC+GR,mumbai,25,4,2184.035486,2.1717283,0
GACC+GR+BF,mumbai,25,4,2177.704037,4.5092967,0
GAR+GI,mumbai,25,4,2314.934069,1.1996699,0
GATG,mumbai,25,4,2219.113588,1.2704447,0
GITG,mumbai,25,4,2313.18984,0.0286494,0
GR+GI,mumbai,25,4,2299.731835,5.34E-05,0
KM+BF,mumbai,25,4,inf,19800,0
KM+CH,mumbai,25,4,2854.216672,0.0226894,0
KM+GAR,mumbai,25,4,2852.346809,1.9218942,0
KM+GI,mumbai,25,4,4061.404291,0.0151925,0
KM+GR,mumbai,25,4,2867.954087,0.0136721,0
BF+GI,nairobi,25,4,inf,3.65E+26,0
BFTG,nairobi,25,4,inf,3.65E+26,0
CH+GI,nairobi,25,4,1206.298437,0.0251633,0
GAC+GI,nairobi,25,4,2174.852608,11.5280966,0
GAC+GR,nairobi,25,4,1219.333063,2.3091268,0
GAC+GR+BF,nairobi,25,4,1217.095801,2.5982122,0
GACC+GI,nairobi,25,4,2169.254532,13.1342696,0
GACC+GR,nairobi,25,4,1202.238202,2.1176795,0
GACC+GR+BF,nairobi,25,4,1196.755101,4.0556048,0
GAR+GI,nairobi,25,4,1221.68299,1.1738165,0
GATG,nairobi,25,4,1220.276566,1.2646365,0
GITG,nairobi,25,4,1210.062419,0.0313034,0
GR+GI,nairobi,25,4,1218.448062,4.93E-05,0
KM+BF,nairobi,25,4,inf,54054000,0
KM+CH,nairobi,25,4,1615.015281,0.0176432,0
KM+GAR,nairobi,25,4,1585.05387,1.859638,0
KM+GI,nairobi,25,4,2208.441065,0.012414,0
KM+GR,nairobi,25,4,1583.719319,0.0105172,0
BF+GI,new_york,25,4,inf,3.65E+26,0
BFTG,new_york,25,4,inf,3.65E+26,0
CH+GI,new_york,25,4,1700.257686,0.0272908,0
GAC+GI,new_york,25,4,3024.82718,11.9610806,0
GAC+GR,new_york,25,4,1645.584022,2.3602956,0
GAC+GR+BF,new_york,25,4,1641.29159,2.7886948,0
GACC+GI,new_york,25,4,3005.233913,12.8078388,0
GACC+GR,new_york,25,4,1709.705975,1.9523546,0
GACC+GR+BF,new_york,25,4,1704.537989,3.8100221,0
GAR+GI,new_york,25,4,1676.946324,1.2319663,0
GATG,new_york,25,4,1635.418079,1.3064827,0
GITG,new_york,25,4,1668.826963,0.0272425,0
GR+GI,new_york,25,4,1686.466377,5.31E-05,0
KM+BF,new_york,25,4,1893.597131,158.6425846,0
KM+CH,new_york,25,4,1907.823889,0.0189703,0
KM+GAR,new_york,25,4,1894.921697,1.7092403,0
KM+GI,new_york,25,4,3015.497053,0.0146528,0
KM+GR,new_york,25,4,1901.448023,0.0133827,0
BF+GI,paris,25,4,inf,3.65E+26,0
BFTG,paris,25,4,inf,3.65E+26,0
CH+GI,paris,25,4,1636.094451,0.0169024,0
GAC+GI,paris,25,4,2879.277198,11.4051951,0
GAC+GR,paris,25,4,1569.727241,2.3443153,0
GAC+GR+BF,paris,25,4,1567.721111,2.6257415,0
GACC+GI,paris,25,4,2865.282008,13.4996315,0
GACC+GR,paris,25,4,1588.1988,2.0590568,0
GACC+GR+BF,paris,25,4,1585.56984,2.3449607,0
GAR+GI,paris,25,4,1610.977079,1.1564082,0
GATG,paris,25,4,1559.468652,1.2463018,0
GITG,paris,25,4,1639.777184,0.0270454,0
GR+GI,paris,25,4,1591.477842,5.05E-05,0
KM+BF,paris,25,4,1791.800191,16.3446478,0
KM+CH,paris,25,4,1805.185748,0.0154592,0
KM+GAR,paris,25,4,1793.403668,1.7995977,0
KM+GI,paris,25,4,2902.602516,0.0121038,0
KM+GR,paris,25,4,1799.917623,0.0109266,0
BF+GI,rio_de_janeiro,25,4,inf,3.65E+26,0
BFTG,rio_de_janeiro,25,4,inf,3.65E+26,0
CH+GI,rio_de_janeiro,25,4,1412.74033,0.0278229,0
GAC+GI,rio_de_janeiro,25,4,2544.325638,12.6609237,0
GAC+GR,rio_de_janeiro,25,4,1394.804732,2.3758261,0
GAC+GR+BF,rio_de_janeiro,25,4,1390.024969,4.324343,0
GACC+GI,rio_de_janeiro,25,4,2512.603206,14.692423,0
GACC+GR,rio_de_janeiro,25,4,1409.826015,1.9242519,0
GACC+GR+BF,rio_de_janeiro,25,4,1394.386811,163.1145115,0
GAR+GI,rio_de_janeiro,25,4,1413.238755,1.3477332,0
GATG,rio_de_janeiro,25,4,1388.220153,1.3579071,0
GITG,rio_de_janeiro,25,4,1407.24202,0.0271703,0
GR+GI,rio_de_janeiro,25,4,1436.186008,7.88E-05,0
KM+BF,rio_de_janeiro,25,4,1603.702442,2.0918289,0
KM+CH,rio_de_janeiro,25,4,1616.70002,0.0206246,0
KM+GAR,rio_de_janeiro,25,4,1604.122066,2.0175967,0
KM+GI,rio_de_janeiro,25,4,2558.320829,0.0148665,0
KM+GR,rio_de_janeiro,25,4,1611.281405,0.0134743,0
BF+GI,riyadh,25,4,inf,3.65E+26,0
BFTG,riyadh,25,4,inf,3.65E+26,0
CH+GI,riyadh,25,4,1398.470416,0.0271841,0
GAC+GI,riyadh,25,4,2494.875965,11.538106,0
GAC+GR,riyadh,25,4,1376.621488,2.3387111,0
GAC+GR+BF,riyadh,25,4,1369.799889,2.6073463,0
GACC+GI,riyadh,25,4,2475.282698,13.9405855,0
GACC+GR,riyadh,25,4,1369.044283,2.101904,0
GACC+GR+BF,riyadh,25,4,1363.65746,3.9929609,0
GAR+GI,riyadh,25,4,1378.775184,1.1729675,0
GATG,riyadh,25,4,1360.916277,1.2868204,0
GITG,riyadh,25,4,1374.581083,0.0389543,0
GR+GI,riyadh,25,4,1425.832051,5.77E-05,0
KM+BF,riyadh,25,4,inf,19800,0
KM+CH,riyadh,25,4,1651.911513,0.0180335,0
KM+GAR,riyadh,25,4,1635.047156,1.9026394,0
KM+GI,riyadh,25,4,2493.942952,0.0140472,0
KM+GR,riyadh,25,4,1643.582633,0.0125341,0
BF+GI,rome,25,4,inf,3.65E+26,0
BFTG,rome,25,4,inf,3.65E+26,0
CH+GI,rome,25,4,1739.78978,0.0152943,0
GAC+GI,rome,25,4,3022.961154,13.4485175,0
GAC+GR,rome,25,4,1641.259253,2.3312792,0
GAC+GR+BF,rome,25,4,1638.819091,2.6216044,0
GACC+GI,rome,25,4,3031.358268,12.5246844,0
GACC+GR,rome,25,4,1683.559678,2.0366667,0
GACC+GR+BF,rome,25,4,1679.883359,3.833241,0
GAR+GI,rome,25,4,1709.043779,1.178676,0
GATG,rome,25,4,1640.761891,1.3004961,0
GITG,rome,25,4,1681.256157,0.0275409,0
GR+GI,rome,25,4,1688.012499,5.40E-05,0
KM+BF,rome,25,4,1767.949129,0.4768381,0
KM+CH,rome,25,4,1781.725418,0.0204121,0
KM+GAR,rome,25,4,1767.949129,1.9611449,0
KM+GI,rome,25,4,3044.420446,0.0154978,0
KM+GR,rome,25,4,1778.248714,0.0143634,0
BF+GI,san_francisco,25,4,inf,3.65E+26,0
BFTG,san_francisco,25,4,inf,3.65E+26,0
CH+GI,san_francisco,25,4,1436.777771,0.0241338,0
GAC+GI,san_francisco,25,4,2584.445184,11.6487023,0
GAC+GR,san_francisco,25,4,1414.827175,2.4051525,0
GAC+GR+BF,san_francisco,25,4,1405.612486,2.8433642,0
GACC+GI,san_francisco,25,4,2568.583968,13.6688408,0
GACC+GR,san_francisco,25,4,1411.806852,2.2135337,0
GACC+GR+BF,san_francisco,25,4,1408.25874,4.0582901,0
GAR+GI,san_francisco,25,4,1468.289214,1.1763557,0
GATG,san_francisco,25,4,1415.237283,1.3688894,0
GITG,san_francisco,25,4,1435.405907,0.0347656,0
GR+GI,san_francisco,25,4,1455.407283,7.55E-05,0
KM+BF,san_francisco,25,4,inf,19800,0
KM+CH,san_francisco,25,4,1736.819031,0.0179388,0
KM+GAR,san_francisco,25,4,1707.429822,1.9992873,0
KM+GI,san_francisco,25,4,2594.708324,0.0130817,0
KM+GR,san_francisco,25,4,1709.164247,0.0116503,0
BF+GI,shanghai,25,4,inf,3.65E+26,0
BFTG,shanghai,25,4,inf,3.65E+26,0
CH+GI,shanghai,25,4,1852.683932,0.0151517,0
GAC+GI,shanghai,25,4,3352.314638,13.6570118,0
GAC+GR,shanghai,25,4,1826.108361,2.9700275,0
GAC+GR+BF,shanghai,25,4,1821.54027,3.527123,0
GACC+GI,shanghai,25,4,3342.051498,15.4800259,0
GACC+GR,shanghai,25,4,1821.72953,2.4036195,0
GACC+GR+BF,shanghai,25,4,1814.103718,3.3353729,0
GAR+GI,shanghai,25,4,1882.839536,1.6457499,0
GATG,shanghai,25,4,1838.559356,1.4144846,0
GITG,shanghai,25,4,1823.894015,0.0304953,0
GR+GI,shanghai,25,4,1848.705857,5.06E-05,0
KM+BF,shanghai,25,4,inf,3603600,0
KM+CH,shanghai,25,4,2405.716198,0.017647,0
KM+GAR,shanghai,25,4,2396.616533,2.2832319,0
KM+GI,shanghai,25,4,3383.104057,0.0130316,0
KM+GR,shanghai,25,4,2394.860837,0.0113576,0
BF+GI,sydney,25,4,inf,3.65E+26,0
BFTG,sydney,25,4,inf,3.65E+26,0
CH+GI,sydney,25,4,1609.943474,0.024911,0
GAC+GI,sydney,25,4,2861.549957,12.8452325,0
GAC+GR,sydney,25,4,1572.093207,2.3398167,0
GAC+GR+BF,sydney,25,4,1566.759611,2.4569186,0
GACC+GI,sydney,25,4,2841.023677,14.3369919,0
GACC+GR,sydney,25,4,1583.615169,2.0721958,0
GACC+GR+BF,sydney,25,4,1577.68333,4.0252211,0
GAR+GI,sydney,25,4,1609.290357,1.2224715,0
GATG,sydney,25,4,1566.416333,1.329017,0
GITG,sydney,25,4,1605.878885,0.0271364,0
GR+GI,sydney,25,4,1614.568143,6.26E-05,0
KM+BF,sydney,25,4,1819.913856,16.6823003,0
KM+CH,sydney,25,4,1833.269534,0.016936,0
KM+GAR,sydney,25,4,1822.22555,1.7430874,0
KM+GI,sydney,25,4,2886.7413,0.0129697,0
KM+GR,sydney,25,4,1824.683569,0.011735,0
BF+GI,taipei,25,4,inf,3.65E+26,0
BFTG,taipei,25,4,inf,3.65E+26,0
CH+GI,taipei,25,4,1828.883134,0.0162398,0
GAC+GI,taipei,25,4,3210.496707,12.0867832,0
GAC+GR,taipei,25,4,1744.35103,2.7328203,0
GAC+GR+BF,taipei,25,4,1742.542347,3.0453408,0
GACC+GI,taipei,25,4,3194.635491,12.3441367,0
GACC+GR,taipei,25,4,1752.042731,2.7837646,0
GACC+GR+BF,taipei,25,4,1750.769951,3.0630312,0
GAR+GI,taipei,25,4,1784.646963,1.3011687,0
GATG,taipei,25,4,1747.257651,1.7588609,0
GITG,taipei,25,4,1761.845515,0.029764,0
GR+GI,taipei,25,4,1781.109649,0.0005537,0
KM+BF,taipei,25,4,inf,19800,0
KM+CH,taipei,25,4,2236.502212,0.0176819,0
KM+GAR,taipei,25,4,2220.731209,2.1931347,0
KM+GI,taipei,25,4,3222.625872,0.0131834,0
KM+GR,taipei,25,4,2220.471086,0.0117185,0
BF+GI,tokyo,25,4,inf,3.65E+26,0
BFTG,tokyo,25,4,inf,3.65E+26,0
CH+GI,tokyo,25,4,1910.60591,0.0254713,0
GAC+GI,tokyo,25,4,3437.218794,11.576328,0
GAC+GR,tokyo,25,4,1873.062306,2.3580723,0
GAC+GR+BF,tokyo,25,4,1866.074721,2.6279499,0
GACC+GI,tokyo,25,4,3424.156616,12.4613422,0
GACC+GR,tokyo,25,4,1880.182055,2.0067561,0
GACC+GR+BF,tokyo,25,4,1876.055367,2.2860195,0
GAR+GI,tokyo,25,4,1901.740932,1.1494946,0
GATG,tokyo,25,4,1879.962406,1.3345622,0
GITG,tokyo,25,4,1869.41874,0.0515009,0
GR+GI,tokyo,25,4,1897.435245,4.87E-05,0
KM+BF,tokyo,25,4,inf,1650,0
KM+CH,tokyo,25,4,2213.085059,0.0172395,0
KM+GAR,tokyo,25,4,2193.828794,2.0424171,0
KM+GI,tokyo,25,4,3443.749883,0.013374,0
KM+GR,tokyo,25,4,2197.45623,0.0120419,0
BF+GI,vancouver,25,4,inf,3.65E+26,0
BFTG,vancouver,25,4,inf,3.65E+26,0
CH+GI,vancouver,25,4,1259.577164,0.0257613,0
GAC+GI,vancouver,25,4,2290.546183,12.1182479,0
GAC+GR,vancouver,25,4,1250.85314,2.3990051,0
GAC+GR+BF,vancouver,25,4,1245.404326,2.864155,0
GACC+GI,vancouver,25,4,2282.149069,16.6513871,0
GACC+GR,vancouver,25,4,1256.48233,1.9436497,0
GACC+GR+BF,vancouver,25,4,1252.726636,18.9767011,0
GAR+GI,vancouver,25,4,1278.33396,1.2517135,0
GATG,vancouver,25,4,1262.758616,1.3435232,0
GITG,vancouver,25,4,1270.397065,0.028107,0
GR+GI,vancouver,25,4,1264.327114,5.34E-05,0
KM+BF,vancouver,25,4,inf,257400,0
KM+CH,vancouver,25,4,1627.341487,0.0183605,0
KM+GAR,vancouver,25,4,1597.016529,1.9804105,0
KM+GI,vancouver,25,4,2336.263806,0.0137476,0
KM+GR,vancouver,25,4,1600.107814,0.0121143,0
