Approach,Dataset,Locations,Days,Evaluation,Time (s),Seed
GACC+GR,sydney,20,5,1206.019236,2.319921,0
GACC+GR+BF,sydney,20,5,1202.886678,2.3265627,0
GAR+GI,sydney,20,5,1272.177184,0.9828768,0
GATG,sydney,20,5,1244.287724,1.2882795,0
GITG,sydney,20,5,1299.074488,0.0837781,0
GR+GI,sydney,20,5,1298.220614,4.43E-05,0
KM+BF,sydney,20,5,1367.307062,0.072246,0
KM+CH,sydney,20,5,1372.418088,0.0601756,0
KM+GAR,sydney,20,5,1367.307062,2.3954219,0
KM+GI,sydney,20,5,2186.65829,0.0570155,0
KM+GR,sydney,20,5,1371.76406,0.0556388,0
BF+GI,taipei,20,5,inf,6.41E+20,0
BFTG,taipei,20,5,inf,6.41E+20,0
CH+GI,taipei,20,5,1449.254064,0.0091601,0
GAC+GI,taipei,20,5,2409.475466,10.9372581,0
GAC+GR,taipei,20,5,1316.789801,4.165724,0
GAC+GR+BF,taipei,20,5,1316.519915,4.1716265,0
GACC+GI,taipei,20,5,2390.836767,11.180214,0
GACC+GR,taipei,20,5,1325.703795,3.9207674,0
GACC+GR+BF,taipei,20,5,1323.675713,3.9286294,0
GAR+GI,taipei,20,5,1425.333774,1.961401,0
GATG,taipei,20,5,1324.270187,1.7545993,0
GITG,taipei,20,5,1458.245196,0.0189723,0
GR+GI,taipei,20,5,1402.577351,5.03E-05,0
KM+BF,taipei,20,5,1541.300596,0.0625138,0
KM+CH,taipei,20,5,1553.296093,0.022405,0
KM+GAR,taipei,20,5,1541.300596,3.4132789,0
KM+GI,taipei,20,5,2409.475466,0.0196722,0
KM+GR,taipei,20,5,1543.386771,0.0188688,0
BF+GI,tokyo,20,5,inf,6.41E+20,0
BFTG,tokyo,20,5,inf,6.41E+20,0
CH+GI,tokyo,20,5,1408.929989,0.0289217,0
GAC+GI,tokyo,20,5,2410.322679,10.5060219,0
GAC+GR,tokyo,20,5,1314.573437,5.2402459,0
GAC+GR+BF,tokyo,20,5,1312.161567,5.2440613,0
GACC+GI,tokyo,20,5,2397.614475,10.8266562,0
GACC+GR,tokyo,20,5,1310.574546,3.8060649,0
GACC+GR+BF,tokyo,20,5,1308.45898,3.8370629,0
GAR+GI,tokyo,20,5,1442.159206,1.3421265,0
GATG,tokyo,20,5,1298.604824,3.1988187,0
GITG,tokyo,20,5,1433.882191,0.0190613,0
GR+GI,tokyo,20,5,1434.423952,6.26E-05,0
KM+BF,tokyo,20,5,1652.537513,20.6113962,0
KM+CH,tokyo,20,5,1657.725713,0.041852,0
KM+GAR,tokyo,20,5,1654.070739,1.6920572,0
KM+GI,tokyo,20,5,2407.781038,0.0497557,0
KM+GR,tokyo,20,5,1657.141991,0.0389439,0
BF+GI,vancouver,20,5,inf,6.41E+20,0
BFTG,vancouver,20,5,inf,6.41E+20,0
CH+GI,vancouver,20,5,999.2312232,0.0489531,0
GAC+GI,vancouver,20,5,1699.510473,10.0827009,0
GAC+GR,vancouver,20,5,936.0939658,3.9203758,0
GAC+GR+BF,vancouver,20,5,932.2534296,3.9275548,0
GACC+GI,vancouver,20,5,1689.343909,11.6355933,0
GACC+GR,vancouver,20,5,939.3755024,2.9891921,0
GACC+GR+BF,vancouver,20,5,938.7148211,3.0157051,0
GAR+GI,vancouver,20,5,1026.716272,1.6311727,0
GATG,vancouver,20,5,922.614412,1.418881,0
GITG,vancouver,20,5,1048.048072,0.0208137,0
GR+GI,vancouver,20,5,1012.678902,6.08E-05,0
KM+BF,vancouver,20,5,inf,1650,0
KM+CH,vancouver,20,5,1223.373223,0.0245883,0
KM+GAR,vancouver,20,5,1220.403398,2.826261,0
KM+GI,vancouver,20,5,1734.24623,0.0196518,0
KM+GR,vancouver,20,5,1221.56542,0.0185936,0
BF+GI,addis_ababa,20,6,inf,1.67E+22,0
BFTG,addis_ababa,20,6,inf,1.67E+22,0
CH+GI,addis_ababa,20,6,843.9901178,0.0144641,0
GAC+GI,addis_ababa,20,6,1413.476579,7.2590268,0
GAC+GR,addis_ababa,20,6,771.2951403,2.4579351,0
GAC+GR+BF,addis_ababa,20,6,771.1169095,2.4601291,0
GACC+GI,addis_ababa,20,6,1411.1338,11.6902365,0
GACC+GR,addis_ababa,20,6,inf,1.4847747,0
GACC+GR+BF,addis_ababa,20,6,inf,257400,0
GAR+GI,addis_ababa,20,6,826.7266525,0.9920754,0
GATG,addis_ababa,20,6,781.0408578,1.0303828,0
GITG,addis_ababa,20,6,835.4843501,0.0236865,0
GR+GI,addis_ababa,20,6,843.8365924,4.07E-05,0
KM+BF,addis_ababa,20,6,949.4400981,0.2511982,0
KM+CH,addis_ababa,20,6,955.978052,0.0146595,0
KM+GAR,addis_ababa,20,6,950.1801172,2.0036206,0
KM+GI,addis_ababa,20,6,1414.257505,0.0122587,0
KM+GR,addis_ababa,20,6,956.7000434,0.0115194,0
BF+GI,amsterdam,20,6,inf,1.67E+22,0
BFTG,amsterdam,20,6,inf,1.67E+22,0
CH+GI,amsterdam,20,6,975.4418471,0.0149799,0
GAC+GI,amsterdam,20,6,1611.050929,7.6284712,0
GAC+GR,amsterdam,20,6,898.9166566,2.4398232,0
GAC+GR+BF,amsterdam,20,6,898.1695735,2.442215,0
GACC+GI,amsterdam,20,6,1599.337035,7.5665149,0
GACC+GR,amsterdam,20,6,1054.856216,1.5573223,0
GACC+GR+BF,amsterdam,20,6,1052.439356,1.594194,0
GAR+GI,amsterdam,20,6,980.0062522,0.9667,0
GATG,amsterdam,20,6,893.1447826,1.0758406,0
GITG,amsterdam,20,6,961.8785828,0.0197456,0
GR+GI,amsterdam,20,6,966.0168415,4.54E-05,0
KM+BF,amsterdam,20,6,1103.532899,0.2973648,0
KM+CH,amsterdam,20,6,1118.531296,0.0145198,0
KM+GAR,amsterdam,20,6,1103.532899,2.010758,0
KM+GI,amsterdam,20,6,1628.231308,0.0121113,0
KM+GR,amsterdam,20,6,1111.212823,0.0112703,0
BF+GI,auckland,20,6,inf,1.67E+22,0
BFTG,auckland,20,6,inf,1.67E+22,0
CH+GI,auckland,20,6,969.4615416,0.0141676,0
GAC+GI,auckland,20,6,1637.602423,7.4823273,0
GAC+GR,auckland,20,6,890.2819241,2.4422437,0
GAC+GR+BF,auckland,20,6,887.9281158,2.4443617,0
GACC+GI,auckland,20,6,1621.983898,9.0144015,0
GACC+GR,auckland,20,6,936.8766204,1.9635884,0
GACC+GR+BF,auckland,20,6,935.38914,1.9671508,0
GAR+GI,auckland,20,6,979.291381,0.9426371,0
GATG,auckland,20,6,908.7659649,0.97522,0
GITG,auckland,20,6,991.349078,0.0201986,0
GR+GI,auckland,20,6,977.3528873,4.28E-05,0
KM+BF,auckland,20,6,inf,19800,0
KM+CH,auckland,20,6,1266.158044,0.0235841,0
KM+GAR,auckland,20,6,1263.057107,1.9719507,0
KM+GI,auckland,20,6,1644.63076,0.0180293,0
KM+GR,auckland,20,6,1266.158044,0.0168727,0
BF+GI,barcelona,20,6,inf,1.67E+22,0
BFTG,barcelona,20,6,inf,1.67E+22,0
CH+GI,barcelona,20,6,1174.217964,0.0145521,0
GAC+GI,barcelona,20,6,1971.838874,7.6016154,0
GAC+GR,barcelona,20,6,1073.112584,2.4324112,0
GAC+GR+BF,barcelona,20,6,1072.420753,2.4342398,0
GACC+GI,barcelona,20,6,1967.934243,8.5784934,0
GACC+GR,barcelona,20,6,1392.720416,1.4828046,0
GACC+GR+BF,barcelona,20,6,1382.762526,16.6134387,0
GAR+GI,barcelona,20,6,1181.269717,0.9977209,0
GATG,barcelona,20,6,1066.702356,0.983472,0
GITG,barcelona,20,6,1159.837132,0.0222155,0
GR+GI,barcelona,20,6,1190.916988,4.46E-05,0
KM+BF,barcelona,20,6,1263.794604,0.0472048,0
KM+CH,barcelona,20,6,1276.227747,0.0140483,0
KM+GAR,barcelona,20,6,1262.824448,2.0362845,0
KM+GI,barcelona,20,6,1999.95222,0.0112254,0
KM+GR,barcelona,20,6,1275.14654,0.0105019,0
BF+GI,berlin,20,6,inf,1.67E+22,0
BFTG,berlin,20,6,inf,1.67E+22,0
CH+GI,berlin,20,6,1151.236819,0.0150014,0
GAC+GI,berlin,20,6,1974.962579,7.2669474,0
GAC+GR,berlin,20,6,1072.611503,2.421602,0
GAC+GR+BF,berlin,20,6,1071.609734,2.4238008,0
GACC+GI,berlin,20,6,1942.944601,8.9966025,0
GACC+GR,berlin,20,6,1075.640179,1.965243,0
GACC+GR+BF,berlin,20,6,1075.640179,1.9710244,0
GAR+GI,berlin,20,6,1160.939689,0.9430646,0
GATG,berlin,20,6,1079.912507,1.0124804,0
GITG,berlin,20,6,1169.730081,0.019935,0
GR+GI,berlin,20,6,1147.125913,4.12E-05,0
KM+BF,berlin,20,6,1231.770699,0.0461987,0
KM+CH,berlin,20,6,1238.499871,0.0157509,0
KM+GAR,berlin,20,6,1231.770699,2.0522149,0
KM+GI,berlin,20,6,1974.181653,0.013333,0
KM+GR,berlin,20,6,1237.025486,0.0126351,0
BF+GI,birmingham,20,6,inf,1.67E+22,0
BFTG,birmingham,20,6,inf,1.67E+22,0
CH+GI,birmingham,20,6,1207.40586,0.0203915,0
GAC+GI,birmingham,20,6,1996.047589,10.2941644,0
GAC+GR,birmingham,20,6,1094.021342,3.182717,0
GAC+GR+BF,birmingham,20,6,1093.529671,3.1849841,0
GACC+GI,birmingham,20,6,1991.362031,9.2226646,0
GACC+GR,birmingham,20,6,1129.996265,3.3806938,0
GACC+GR+BF,birmingham,20,6,1129.295392,3.3855991,0
GAR+GI,birmingham,20,6,1196.348501,1.3424642,0
GATG,birmingham,20,6,1128.07685,1.2765737,0
GITG,birmingham,20,6,1209.193551,0.0252237,0
GR+GI,birmingham,20,6,1215.691439,6.01E-05,0
KM+BF,birmingham,20,6,1287.732128,0.0517048,0
KM+CH,birmingham,20,6,1299.899388,0.0190627,0
KM+GAR,birmingham,20,6,1287.732128,2.6764788,0
KM+GI,birmingham,20,6,2014.008893,0.0155889,0
KM+GR,birmingham,20,6,1292.049282,0.0147734,0
BF+GI,buenos_aires,20,6,inf,1.67E+22,0
BFTG,buenos_aires,20,6,inf,1.67E+22,0
CH+GI,buenos_aires,20,6,1256.76653,0.0155409,0
GAC+GI,buenos_aires,20,6,2142.861731,7.9106528,0
GAC+GR,buenos_aires,20,6,1145.803252,2.8042841,0
GAC+GR+BF,buenos_aires,20,6,1143.942961,2.8061222,0
GACC+GI,buenos_aires,20,6,2129.585984,11.2139065,0
GACC+GR,buenos_aires,20,6,1148.259954,1.928363,0
GACC+GR+BF,buenos_aires,20,6,1145.673135,1.9306518,0
GAR+GI,buenos_aires,20,6,1247.488607,1.0213055,0
GATG,buenos_aires,20,6,1151.403137,1.03624,0
GITG,buenos_aires,20,6,1249.462255,0.0286399,0
GR+GI,buenos_aires,20,6,1272.813667,4.31E-05,0
KM+BF,buenos_aires,20,6,1418.937764,1.7996165,0
KM+CH,buenos_aires,20,6,1427.473887,0.0212914,0
KM+GAR,buenos_aires,20,6,1418.937764,2.0745355,0
KM+GI,buenos_aires,20,6,2147.547288,0.0180655,0
KM+GR,buenos_aires,20,6,1424.247494,0.017329,0
BF+GI,dublin,20,6,inf,1.67E+22,0
BFTG,dublin,20,6,inf,1.67E+22,0
CH+GI,dublin,20,6,1105.195241,0.0154011,0
GAC+GI,dublin,20,6,1877.346793,7.6397472,0
GAC+GR,dublin,20,6,1018.942839,2.5052806,0
GAC+GR+BF,dublin,20,6,1017.710085,2.5070636,0
GACC+GI,dublin,20,6,1873.442162,7.598165,0
GACC+GR,dublin,20,6,inf,1.6100954,0
GACC+GR+BF,dublin,20,6,inf,2.65E+11,0
GAR+GI,dublin,20,6,1128.579143,1.0451448,0
GATG,dublin,20,6,1052.970017,1.0523103,0
GITG,dublin,20,6,1116.899728,0.0198351,0
GR+GI,dublin,20,6,1137.606344,4.08E-05,0
KM+BF,dublin,20,6,1239.284631,0.0458864,0
KM+CH,dublin,20,6,1249.896683,0.0151175,0
KM+GAR,dublin,20,6,1239.02263,2.1134455,0
KM+GI,dublin,20,6,1889.841614,0.0122139,0
KM+GR,dublin,20,6,1243.952197,0.011471,0
BF+GI,johannesburg,20,6,inf,1.67E+22,0
BFTG,johannesburg,20,6,inf,1.67E+22,0
CH+GI,johannesburg,20,6,1257.379055,0.0150696,0
GAC+GI,johannesburg,20,6,2045.245945,7.0291224,0
GAC+GR,johannesburg,20,6,1135.584107,2.5071097,0
GAC+GR+BF,johannesburg,20,6,1134.692047,2.5092163,0
GACC+GI,johannesburg,20,6,2038.998535,7.315208,0
GACC+GR,johannesburg,20,6,1182.335277,2.0387632,0
GACC+GR+BF,johannesburg,20,6,1179.274699,2.0410497,0
GAR+GI,johannesburg,20,6,1235.29184,0.9409249,0
GATG,johannesburg,20,6,1140.691025,0.9750181,0
GITG,johannesburg,20,6,1239.858205,0.0198196,0
GR+GI,johannesburg,20,6,1228.246252,4.54E-05,0
KM+BF,johannesburg,20,6,1350.604004,0.2140793,0
KM+CH,johannesburg,20,6,1362.780266,0.0138266,0
KM+GAR,johannesburg,20,6,1350.604004,2.037282,0
KM+GI,johannesburg,20,6,2076.482996,0.0111967,0
KM+GR,johannesburg,20,6,1355.17333,0.0104655,0
BF+GI,lagos,20,6,inf,1.67E+22,0
BFTG,lagos,20,6,inf,1.67E+22,0
CH+GI,lagos,20,6,996.4927314,0.0152282,0
GAC+GI,lagos,20,6,1712.571347,7.0882697,0
GAC+GR,lagos,20,6,939.1798607,2.4418084,0
GAC+GR+BF,lagos,20,6,936.5159066,2.4440165,0
GACC+GI,lagos,20,6,1696.952821,8.8444031,0
GACC+GR,lagos,20,6,980.4022282,2.0054091,0
GACC+GR+BF,lagos,20,6,977.9781719,2.011107,0
GAR+GI,lagos,20,6,1032.73008,0.9540481,0
GATG,lagos,20,6,959.1019952,1.0154894,0
GITG,lagos,20,6,1014.450346,0.0219786,0
GR+GI,lagos,20,6,1011.840615,4.34E-05,0
KM+BF,lagos,20,6,1128.919875,0.0436538,0
KM+CH,lagos,20,6,1148.879998,0.0147032,0
KM+GAR,lagos,20,6,1128.613676,2.0291667,0
KM+GI,lagos,20,6,1733.656357,0.0118495,0
KM+GR,lagos,20,6,1130.425251,0.0111373,0
BF+GI,london,20,6,inf,1.67E+22,0
BFTG,london,20,6,inf,1.67E+22,0
CH+GI,london,20,6,1509.23478,0.0143477,0
GAC+GI,london,20,6,2518.487275,7.4363076,0
GAC+GR,london,20,6,1517.008032,2.3937139,0
GAC+GR+BF,london,20,6,1512.14963,2.3991502,0
GACC+GI,london,20,6,2378.701469,7.4353201,0
GACC+GR,london,20,6,1461.088379,2.1533105,0
GACC+GR+BF,london,20,6,1450.354905,2.1591535,0
GAR+GI,london,20,6,1526.32091,0.9391005,0
GATG,london,20,6,1467.718801,1.0051137,0
GITG,london,20,6,1572.968278,0.0262629,0
GR+GI,london,20,6,1529.905355,4.28E-05,0
KM+BF,london,20,6,1593.910094,0.0528985,0
KM+CH,london,20,6,1624.60809,0.0151165,0
KM+GAR,london,20,6,1593.910094,2.1146158,0
KM+GI,london,20,6,2516.144496,0.0123442,0
KM+GR,london,20,6,1600.798127,0.0116365,0
BF+GI,medina,20,6,inf,1.67E+22,0
BFTG,medina,20,6,inf,1.67E+22,0
CH+GI,medina,20,6,964.6390838,0.015695,0
GAC+GI,medina,20,6,1643.068907,7.4896229,0
GAC+GR,medina,20,6,887.1983671,2.4026666,0
GAC+GR+BF,medina,20,6,884.4620587,2.404883,0
GACC+GI,medina,20,6,1639.945202,7.7045836,0
GACC+GR,medina,20,6,inf,1.487598,0
GACC+GR+BF,medina,20,6,inf,5.03E+12,0
GAR+GI,medina,20,6,962.3119612,0.9683989,0
GATG,medina,20,6,890.5882702,0.9770501,0
GITG,medina,20,6,957.878832,0.0221188,0
GR+GI,medina,20,6,934.35986,3.95E-05,0
KM+BF,medina,20,6,1111.3222,0.2205002,0
KM+CH,medina,20,6,1151.30206,0.013974,0
KM+GAR,medina,20,6,1111.3222,2.0188809,0
KM+GI,medina,20,6,1696.171895,0.0113628,0
KM+GR,medina,20,6,1118.885108,0.0106615,0
BF+GI,mumbai,20,6,inf,1.67E+22,0
BFTG,mumbai,20,6,inf,1.67E+22,0
CH+GI,mumbai,20,6,1713.730867,0.0154763,0
GAC+GI,mumbai,20,6,2415.405005,7.1974724,0
GAC+GR,mumbai,20,6,1689.65601,2.4060043,0
GAC+GR+BF,mumbai,20,6,1684.203278,2.4081925,0
GACC+GI,mumbai,20,6,2341.997934,8.9819195,0
GACC+GR,mumbai,20,6,1686.105127,2.0543779,0
GACC+GR+BF,mumbai,20,6,1681.186024,2.0570911,0
GAR+GI,mumbai,20,6,1714.137512,0.9552028,0
GATG,mumbai,20,6,1744.239248,0.974908,0
GITG,mumbai,20,6,1694.207983,0.0266548,0
GR+GI,mumbai,20,6,1693.812893,4.15E-05,0
KM+BF,mumbai,20,6,1736.540126,0.0179129,0
KM+CH,mumbai,20,6,1740.300612,0.015578,0
KM+GAR,mumbai,20,6,1736.540126,2.1218192,0
KM+GI,mumbai,20,6,2700.443099,0.0127066,0
KM+GR,mumbai,20,6,1742.458966,0.0120498,0
BF+GI,nairobi,20,6,inf,1.67E+22,0
BFTG,nairobi,20,6,inf,1.67E+22,0
CH+GI,nairobi,20,6,827.7418982,0.0152923,0
GAC+GI,nairobi,20,6,1384.582306,7.4398225,0
GAC+GR,nairobi,20,6,774.0046873,2.4583558,0
GAC+GR+BF,nairobi,20,6,772.4948672,2.4633225,0
GACC+GI,nairobi,20,6,1347.097845,10.3743934,0
GACC+GR,nairobi,20,6,778.5792063,1.9760829,0
GACC+GR+BF,nairobi,20,6,774.6897287,1.9784063,0
GAR+GI,nairobi,20,6,827.7630621,0.9384381,0
GATG,nairobi,20,6,773.6936904,0.9670746,0
GITG,nairobi,20,6,839.2189159,0.025753,0
GR+GI,nairobi,20,6,837.3847359,7.35E-05,0
KM+BF,nairobi,20,6,879.1920364,0.0213909,0
KM+CH,nairobi,20,6,887.4286606,0.0156972,0
KM+GAR,nairobi,20,6,879.1920364,2.1328891,0
KM+GI,nairobi,20,6,1392.391569,0.0130082,0
KM+GR,nairobi,20,6,882.8141597,0.0123359,0
BF+GI,new_york,20,6,inf,1.67E+22,0
BFTG,new_york,20,6,inf,1.67E+22,0
CH+GI,new_york,20,6,1098.609089,0.0151149,0
GAC+GI,new_york,20,6,1925.764223,7.1469758,0
GAC+GR,new_york,20,6,1051.991343,2.416826,0
GAC+GR+BF,new_york,20,6,1049.523907,2.4194369,0
GACC+GI,new_york,20,6,1913.269402,9.7039385,0
GACC+GR,new_york,20,6,1069.715071,1.9626569,0
GACC+GR+BF,new_york,20,6,1067.949443,1.9688103,0
GAR+GI,new_york,20,6,1161.353197,0.9486897,0
GATG,new_york,20,6,1051.744388,0.9886327,0
GITG,new_york,20,6,1138.533562,0.0197101,0
GR+GI,new_york,20,6,1156.680618,5.15E-05,0
KM+BF,new_york,20,6,1219.086042,0.2302761,0
KM+CH,new_york,20,6,1223.377783,0.0172907,0
KM+GAR,new_york,20,6,1218.627106,2.0918816,0
KM+GI,new_york,20,6,1917.95496,0.0146834,0
KM+GR,new_york,20,6,1223.19788,0.0137384,0
BF+GI,paris,20,6,inf,1.67E+22,0
BFTG,paris,20,6,inf,1.67E+22,0
CH+GI,paris,20,6,1165.472859,0.0096013,0
GAC+GI,paris,20,6,1934.354412,7.5097109,0
GAC+GR,paris,20,6,1051.127832,2.4238048,0
GAC+GR+BF,paris,20,6,1048.441011,2.4261043,0
GACC+GI,paris,20,6,1921.859592,8.1050951,0
GACC+GR,paris,20,6,1053.474949,2.0637958,0
GACC+GR+BF,paris,20,6,1049.160343,2.0664372,0
GAR+GI,paris,20,6,1148.903203,0.943563,0
GATG,paris,20,6,1055.1505,0.9955284,0
GITG,paris,20,6,1160.055852,0.0201461,0
GR+GI,paris,20,6,1157.880753,4.07E-05,0
KM+BF,paris,20,6,1290.653425,0.2138628,0
KM+CH,paris,20,6,1298.695509,0.0148262,0
KM+GAR,paris,20,6,1290.653425,2.0337812,0
KM+GI,paris,20,6,1954.658496,0.0123846,0
KM+GR,paris,20,6,1296.500628,0.0116509,0
BF+GI,rio_de_janeiro,20,6,inf,1.67E+22,0
BFTG,rio_de_janeiro,20,6,inf,1.67E+22,0
CH+GI,rio_de_janeiro,20,6,1076.087832,0.0152792,0
GAC+GI,rio_de_janeiro,20,6,1810.968059,7.4539108,0
GAC+GR,rio_de_janeiro,20,6,1006.324474,2.4669149,0
GAC+GR+BF,rio_de_janeiro,20,6,1003.483171,2.4704037,0
GACC+GI,rio_de_janeiro,20,6,1785.197491,7.8838873,0
GACC+GR,rio_de_janeiro,20,6,1021.5309,1.8385723,0
GACC+GR+BF,rio_de_janeiro,20,6,1021.178664,1.844354,0
GAR+GI,rio_de_janeiro,20,6,1097.785786,0.9625029,0
GATG,rio_de_janeiro,20,6,998.6742955,0.9464963,0
GITG,rio_de_janeiro,20,6,1088.676011,0.0198225,0
GR+GI,rio_de_janeiro,20,6,1099.844789,4.88E-05,0
KM+BF,rio_de_janeiro,20,6,1229.245033,0.0195719,0
KM+CH,rio_de_janeiro,20,6,1243.347857,0.0163845,0
KM+GAR,rio_de_janeiro,20,6,1229.245033,2.049865,0
KM+GI,rio_de_janeiro,20,6,1828.929363,0.0138867,0
KM+GR,rio_de_janeiro,20,6,1236.891745,0.0132144,0
BF+GI,riyadh,20,6,inf,1.67E+22,0
BFTG,riyadh,20,6,inf,1.67E+22,0
CH+GI,riyadh,20,6,1054.578964,0.0156362,0
GAC+GI,riyadh,20,6,1755.522293,7.1905493,0
GAC+GR,riyadh,20,6,967.8439021,2.4001632,0
GAC+GR+BF,riyadh,20,6,964.9898006,2.4019708,0
GACC+GI,riyadh,20,6,1719.599683,8.4425696,0
GACC+GR,riyadh,20,6,970.7726354,2.0721778,0
GACC+GR+BF,riyadh,20,6,966.0648795,2.0777921,0
GAR+GI,riyadh,20,6,1046.194968,0.9798182,0
GATG,riyadh,20,6,1023.87352,0.9940268,0
GITG,riyadh,20,6,1070.698909,0.0201194,0
GR+GI,riyadh,20,6,1058.409569,4.28E-05,0
KM+BF,riyadh,20,6,1262.992576,15.3696852,0
KM+CH,riyadh,20,6,1277.594124,0.0184467,0
KM+GAR,riyadh,20,6,1262.992576,1.8112371,0
KM+GI,riyadh,20,6,1747.71303,0.0151214,0
KM+GR,riyadh,20,6,1271.817569,0.0142382,0
BF+GI,rome,20,6,inf,1.67E+22,0
BFTG,rome,20,6,inf,1.67E+22,0
CH+GI,rome,20,6,1231.671756,0.009264,0
GAC+GI,rome,20,6,2035.874829,7.2170401,0
GAC+GR,rome,20,6,1109.676587,2.4474658,0
GAC+GR+BF,rome,20,6,1107.148607,2.4492392,0
GACC+GI,rome,20,6,2026.503714,7.370898,0
GACC+GR,rome,20,6,inf,1.478397,0
GACC+GR+BF,rome,20,6,inf,19800,0
GAR+GI,rome,20,6,1218.517621,0.9758424,0
GATG,rome,20,6,1189.412856,1.0377044,0
GITG,rome,20,6,1219.980976,0.0245069,0
GR+GI,rome,20,6,1212.506948,4.10E-05,0
KM+BF,rome,20,6,1310.783479,0.0225263,0
KM+CH,rome,20,6,1316.635538,0.0167894,0
KM+GAR,rome,20,6,1310.783479,2.0300626,0
KM+GI,rome,20,6,2056.178913,0.0134422,0
KM+GR,rome,20,6,1313.487792,0.0127557,0
BF+GI,san_francisco,20,6,inf,1.67E+22,0
BFTG,san_francisco,20,6,inf,1.67E+22,0
CH+GI,san_francisco,20,6,951.8845778,0.015097,0
GAC+GI,san_francisco,20,6,1612.612782,7.2767394,0
GAC+GR,san_francisco,20,6,879.9173327,2.4023796,0
GAC+GR+BF,san_francisco,20,6,878.2005846,2.4046391,0
GACC+GI,san_francisco,20,6,1594.651477,7.9622099,0
GACC+GR,san_francisco,20,6,924.9431787,2.0882244,0
GACC+GR+BF,san_francisco,20,6,921.1600957,2.0910226,0
GAR+GI,san_francisco,20,6,961.9072788,0.9880199,0
GATG,san_francisco,20,6,878.4407193,0.9599394,0
GITG,san_francisco,20,6,918.7582925,0.0227467,0
GR+GI,san_francisco,20,6,974.9659771,4.37E-05,0
KM+BF,san_francisco,20,6,1110.403696,15.1979464,0
KM+CH,san_francisco,20,6,1122.302829,0.0152277,0
KM+GAR,san_francisco,20,6,1113.876944,1.8106194,0
KM+GI,san_francisco,20,6,1625.888529,0.0127428,0
KM+GR,san_francisco,20,6,1113.804453,0.0119118,0
BF+GI,shanghai,20,6,inf,1.67E+22,0
BFTG,shanghai,20,6,inf,1.67E+22,0
CH+GI,shanghai,20,6,1211.828335,0.0090448,0
GAC+GI,shanghai,20,6,2024.160935,6.9866878,0
GAC+GR,shanghai,20,6,1102.464624,2.4663254,0
GAC+GR+BF,shanghai,20,6,1099.606203,2.4685236,0
GACC+GI,shanghai,20,6,2013.227967,8.0870365,0
GACC+GR,shanghai,20,6,1174.244236,1.9623689,0
GACC+GR+BF,shanghai,20,6,1171.800829,1.964659,0
GAR+GI,shanghai,20,6,1183.176421,0.9523667,0
GATG,shanghai,20,6,1139.293375,0.9519442,0
GITG,shanghai,20,6,1224.546114,0.0205168,0
GR+GI,shanghai,20,6,1214.646915,4.31E-05,0
KM+BF,shanghai,20,6,1220.66777,0.0166406,0
KM+CH,shanghai,20,6,1225.596918,0.0139229,0
KM+GAR,shanghai,20,6,1220.463207,2.0664651,0
KM+GI,shanghai,20,6,2038.998535,0.011831,0
KM+GR,shanghai,20,6,1223.541748,0.011209,0
BF+GI,sydney,20,6,inf,1.67E+22,0
BFTG,sydney,20,6,inf,1.67E+22,0
CH+GI,sydney,20,6,1132.258455,0.0155103,0
GAC+GI,sydney,20,6,1925.764223,7.3397072,0
GAC+GR,sydney,20,6,1069.510382,2.4232187,0
GAC+GR+BF,sydney,20,6,1067.295039,2.4250461,0
GACC+GI,sydney,20,6,1914.050329,7.5459255,0
GACC+GR,sydney,20,6,1101.548957,1.8587135,0
GACC+GR+BF,sydney,20,6,1100.378507,1.86366,0
GAR+GI,sydney,20,6,1165.393165,0.9820933,0
GATG,sydney,20,6,1091.102951,0.9747852,0
GITG,sydney,20,6,1139.811954,0.0201679,0
GR+GI,sydney,20,6,1156.757276,8.00E-05,0
KM+BF,sydney,20,6,1363.667936,15.2655587,0
KM+CH,sydney,20,6,1376.123713,0.0152498,0
KM+GAR,sydney,20,6,1362.772085,1.8144876,0
KM+GI,sydney,20,6,1961.686832,0.0127888,0
KM+GR,sydney,20,6,1365.131779,0.0118908,0
BF+GI,taipei,20,6,inf,1.67E+22,0
BFTG,taipei,20,6,inf,1.67E+22,0
CH+GI,taipei,20,6,1274.836145,0.0094487,0
GAC+GI,taipei,20,6,2124.1195,7.4698541,0
GAC+GR,taipei,20,6,1148.66788,2.4171081,0
GAC+GR+BF,taipei,20,6,1147.389577,2.4194373,0
GACC+GI,taipei,20,6,2097.568006,7.1326711,0
GACC+GR,taipei,20,6,1202.695427,2.0254045,0
GACC+GR+BF,taipei,20,6,1201.149264,2.0272582,0
GAR+GI,taipei,20,6,1270.433246,0.9338819,0
GATG,taipei,20,6,1181.030437,1.0041215,0
GITG,taipei,20,6,1276.570972,0.0223258,0
GR+GI,taipei,20,6,1273.604853,4.74E-05,0
KM+BF,taipei,20,6,1302.791492,0.0163048,0
KM+CH,taipei,20,6,1307.399769,0.0135306,0
KM+GAR,taipei,20,6,1302.791492,2.0501753,0
KM+GI,taipei,20,6,2123.338574,0.0108152,0
KM+GR,taipei,20,6,1305.447445,0.0101515,0
BF+GI,tokyo,20,6,inf,1.67E+22,0
BFTG,tokyo,20,6,inf,1.67E+22,0
CH+GI,tokyo,20,6,1419.577997,0.0146018,0
GAC+GI,tokyo,20,6,2383.387027,7.5959652,0
